container,scenario,impact_method,impact_type,unit,process,value
PET,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,2.57e-5
PET,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_diesel_mix_at_refinery_ts,8.03e-4
PET,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_electricity_grid_mix_ts,7.42e-4
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact,5.58e-5
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,pet_bottle_recycling_lc,2.6e-5
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_plastic_waste_on_landfill_ts,1.91e-6
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_process_water_ts,1.8e-9
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.02e-7
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,8.32e-8
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,8.32e-8
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,6.69e-8
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,6.69e-7
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,3.26e-5
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-1.43e-5
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,3.65e-6
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,us_diesel_mix_at_refinery_ts,1.1e-6
PET,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,us_electricity_grid_mix_ts,3.82e-6
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact,0.111
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,pet_bottle_recycling_lc,0.0132
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,eu_28_plastic_waste_on_landfill_ts,0.00151
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,eu_28_process_water_ts,2.02e-6
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.54e-4
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.63e-4
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.63e-4
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,3.59e-4
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,0.00359
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.088
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.0385
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,0.00802
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,us_diesel_mix_at_refinery_ts,8.85e-4
PET,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,us_electricity_grid_mix_ts,0.0332
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact,0.111
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,pet_bottle_recycling_lc,0.0132
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu_28_plastic_waste_on_landfill_ts,0.00145
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu_28_process_water_ts,2.06e-6
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.62e-4
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.87e-4
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.87e-4
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,3.78e-4
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,0.00378
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.088
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.0385
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,0.00802
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,us_diesel_mix_at_refinery_ts,6.53e-4
PET,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,us_electricity_grid_mix_ts,0.0332
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact,1.61e-5
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,pet_bottle_recycling_lc,1.24e-6
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_plastic_waste_on_landfill_ts,2.97e-7
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_process_water_ts,3.2e-10
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,7.73e-8
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,2.36e-8
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,2.36e-8
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.76e-8
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.76e-7
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,1.64e-5
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-7.16e-6
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,1.6e-6
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_diesel_mix_at_refinery_ts,1.23e-7
PET,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_electricity_grid_mix_ts,3.34e-6
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact,1.41e-10
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),pet_bottle_recycling_lc,3.09e-12
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),eu_28_plastic_waste_on_landfill_ts,4.58e-12
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),eu_28_process_water_ts,1.18e-14
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,6.51e-17
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,6.51e-17
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,5.21e-17
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,5.21e-16
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,2.16e-10
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-9.47e-11
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,5.26e-14
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),us_diesel_mix_at_refinery_ts,3.63e-12
PET,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),us_electricity_grid_mix_ts,7.61e-12
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact,5.21e-9
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),pet_bottle_recycling_lc,2.58e-10
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),eu_28_plastic_waste_on_landfill_ts,7.1e-10
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),eu_28_process_water_ts,5.8e-13
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.65e-17
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,1.65e-17
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.32e-17
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.32e-16
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,5.85e-9
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-2.56e-9
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,7.07e-12
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),us_diesel_mix_at_refinery_ts,2.87e-10
PET,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),us_electricity_grid_mix_ts,6.5e-10
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact,3.31e-7
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,pet_bottle_recycling_lc,6e-17
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu_28_plastic_waste_on_landfill_ts,4.81e-18
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu_28_process_water_ts,5.03e-20
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,NA
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,5.89e-7
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-2.58e-7
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,NA
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_diesel_mix_at_refinery_ts,6.34e-19
PET,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_electricity_grid_mix_ts,1.6e-16
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact,0.299
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,pet_bottle_recycling_lc,0.019
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,eu_28_plastic_waste_on_landfill_ts,0.00292
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,eu_28_process_water_ts,2.36e-6
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,NA
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.343
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.15
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,0.0384
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,us_diesel_mix_at_refinery_ts,0.0112
PET,truck_100,TRACI 2.1,Resources,Fossil fuels,us_electricity_grid_mix_ts,0.0345
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,total_impact,0.00443
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,pet_bottle_recycling_lc,3.13e-4
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,eu_28_plastic_waste_on_landfill_ts,6.85e-5
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,eu_28_process_water_ts,8.88e-8
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,5.75e-5
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,3.02e-5
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,3.02e-5
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,2.42e-5
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,2.42e-4
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.00475
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.00208
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,2.31e-4
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,us_diesel_mix_at_refinery_ts,4.99e-5
PET,truck_100,TRACI 2.1,Smog Air ,kg O3 eq.,us_electricity_grid_mix_ts,7.18e-4
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact,2.99e-4
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,pet_bottle_recycling_lc,1.78e-5
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,eu_28_plastic_waste_on_landfill_ts,4.17e-6
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,eu_28_process_water_ts,5.04e-9
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.61e-6
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.3e-6
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,1.3e-6
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.05e-6
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.05e-5
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,3.26e-4
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-1.43e-4
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,2.5e-5
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,us_diesel_mix_at_refinery_ts,2.64e-6
PET,recycling_0,TRACI 2.1,Acidification ,kg SO2 eq.,us_electricity_grid_mix_ts,5.05e-5
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact,0.0508
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,pet_bottle_recycling_lc,2.91e-4
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu_28_plastic_waste_on_landfill_ts,1.85e-4
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu_28_process_water_ts,6.71e-7
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.4e-11
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,1.4e-11
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.12e-11
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.12e-10
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.0867
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.038
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,2.57e-5
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_diesel_mix_at_refinery_ts,8.03e-4
PET,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_electricity_grid_mix_ts,7.42e-4
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,total_impact,5.58e-5
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,pet_bottle_recycling_lc,2.6e-5
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_plastic_waste_on_landfill_ts,1.91e-6
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_process_water_ts,1.8e-9
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.02e-7
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,8.32e-8
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,8.32e-8
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,6.69e-8
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,6.69e-7
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,3.26e-5
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-1.43e-5
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,3.65e-6
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,us_diesel_mix_at_refinery_ts,1.1e-6
PET,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,us_electricity_grid_mix_ts,3.82e-6
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact,0.111
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,pet_bottle_recycling_lc,0.0132
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,eu_28_plastic_waste_on_landfill_ts,0.00151
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,eu_28_process_water_ts,2.02e-6
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.54e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.63e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.63e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,3.59e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,0.00359
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.088
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.0385
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,0.00802
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,us_diesel_mix_at_refinery_ts,8.85e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,excl. biogenic carbon,us_electricity_grid_mix_ts,0.0332
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact,0.111
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,pet_bottle_recycling_lc,0.0132
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu_28_plastic_waste_on_landfill_ts,0.00145
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu_28_process_water_ts,2.06e-6
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.62e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.87e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.87e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,3.78e-4
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,0.00378
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.088
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.0385
PET,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,0.00802
